"css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 href","css-1jxf684 5","css-1jxf684 6","css-175oi2r href 4","css-1jxf684 7"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942805894124777618","Jul 9","Murakoze reka tubikurikirane.","","771","1","https://x.com/reg_rwanda/status/1942805894124777618/analytics",""
"https://x.com/uwihan_hemedy","https://pbs.twimg.com/profile_images/1363776349496881152/LthCiGqh_bigger.jpg","https://x.com/uwihan_hemedy","Uwihanganye Hemedy","@uwihan_hemedy","·","https://x.com/uwihan_hemedy/status/1942627133081219544","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe","1","https://x.com/uwihan_hemedy/status/1942627133081219544/analytics","1.3K"
"https://x.com/i/status/1942627133081219544","","","Show more replies","","","","","","","","","",""
"https://x.com/uwihan_hemedy","https://pbs.twimg.com/profile_images/1363776349496881152/LthCiGqh_bigger.jpg","https://x.com/uwihan_hemedy","Uwihanganye Hemedy","@uwihan_hemedy","·","https://x.com/uwihan_hemedy/status/1942678673313915303","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","kugeza izi saha ntiturabona uwadukemurira ikibazo, ko mwatwijeje ko mugiye kubikurikirana.","1","https://x.com/uwihan_hemedy/status/1942678673313915303/analytics","14"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942784954510746048","Jul 9","Murakoze reka tubikurikirane.","","14","","https://x.com/reg_rwanda/status/1942784954510746048/analytics",""
"https://x.com/martinkovis","https://pbs.twimg.com/profile_images/1813311809606107137/pcTONZDL_bigger.jpg","https://x.com/martinkovis","The Real Man","@martinkovis","·","https://x.com/martinkovis/status/1942680552487711189","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","","1","https://x.com/martinkovis/status/1942680552487711189/analytics","39"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942682586553204896","Jul 8","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze.","","37","","https://x.com/reg_rwanda/status/1942682586553204896/analytics",""
"https://x.com/ahishakiye_la","https://pbs.twimg.com/profile_images/1405028607555166213/Ik75Xw1L_bigger.jpg","https://x.com/ahishakiye_la","AHISHAKIYE Jean De La Paix","@ahishakiye_la","·","https://x.com/ahishakiye_la/status/1942645986695807272","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","iri genda rya hato nahato ry'umuriro risobanuye iki Koko ibikoresho byabaturage bikomeje kugangirikira muzabyishyura bizagenda bite 
Umurenge wa muhoza akagali ka ruhengeri umudugudu wa mushozi dukomeje kugira icyo kibazo pe!!!!","1","https://x.com/ahishakiye_la/status/1942645986695807272/analytics","44"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942648151879401830","Jul 8","Mwiriwe neza,
Mwaturangira aho mutuye kuri nimero 0788330030 tuze kubikemura. Murakoze","","29","1","https://x.com/reg_rwanda/status/1942648151879401830/analytics",""
"https://x.com/IshimweE18396","https://pbs.twimg.com/profile_images/1795662142701555712/fIdUs9jI_bigger.png","https://x.com/IshimweE18396","Ishimwe Elyse","@IshimweE18396","·","https://x.com/IshimweE18396/status/1942624923274600530","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","twe twabonye umuriro mubantu basha maze muduha bonus none yarashize turi kugura muriro bakatubwira ko cash power itari muri system mwabidukorera","1","https://x.com/IshimweE18396/status/1942624923274600530/analytics","29"
"https://x.com/i/status/1942624923274600530","","","Show more replies","","","","","","","","","",""
"https://x.com/IshimweE18396","https://pbs.twimg.com/profile_images/1795662142701555712/fIdUs9jI_bigger.png","https://x.com/IshimweE18396","Ishimwe Elyse","@IshimweE18396","·","https://x.com/IshimweE18396/status/1942641080077541746","Jul 8","","","Karongi /umurenge wa Mubuga","1","https://x.com/IshimweE18396/status/1942641080077541746/analytics","18"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942647049436160291","Jul 8","Mwazavugisha umukozi wacu ejo mugitondo kuri 0783877405 akabafasha . Murakoze","","20","","https://x.com/reg_rwanda/status/1942647049436160291/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942628047221579844","Jul 8","Mwiriwe neza, 
Reka tubikurikirane. Murakoze","https://x.com/uwihan_hemedy","1.3K","2","https://x.com/reg_rwanda/status/1942628047221579844/analytics","2"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942611020695876093","Jul 8","@Ruhango","https://x.com/ruhango","!

Some customers in Gisozi Sector","1","https://x.com/reg_rwanda/status/1942611020695876093/analytics","1.8K"
"https://x.com/NassanGacu44628","https://pbs.twimg.com/profile_images/1930934891715104768/Sh33n5cE_bigger.jpg","https://x.com/NassanGacu44628","jonathaniNassani","@NassanGacu44628","·","https://x.com/NassanGacu44628/status/1942612291343540375","Jul 8","","","Mwiriwe na Rusheshe twawubuze nimukubite inzu ibipfunsi mutuyambe","1","https://x.com/NassanGacu44628/status/1942612291343540375/analytics","51"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942613719340703864","Jul 8","Mwiriwe neza, turimo kubikemura. Mutwihanganire. Murakoze","","44","","https://x.com/reg_rwanda/status/1942613719340703864/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942613495629111739","Jul 8","!  

Some customers in Gitaraga, Rusheshe & Mbabe cell in masaka sector are affected. Intervention has started. Please bear with us. Thank you.","https://x.com/hashtag/OutageAlert?src=hashtag_click","1.5K","2","https://x.com/reg_rwanda/status/1942613495629111739/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942612931155484777","Jul 8",",

Gitaraga, Rusheshe  mu kagali ka Mbabe umurenge wa Masaka. Mutwihanganire mu gihe turimo gukora ibishoboka ngo umuriro ugaruke vuba. Murakoze.","https://x.com/hashtag/UmuriroWabuze?src=hashtag_click","1.6K","3","https://x.com/reg_rwanda/status/1942612931155484777/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942611835301290127","Jul 8",",

Gisozi mu kagali ka Ruhango. Mutwihanganire mu gihe turimo gukora ibishoboka ngo umuriro ugaruke vuba. Murakoze.","https://x.com/hashtag/UmuriroWabuze?src=hashtag_click","2K","5","https://x.com/reg_rwanda/status/1942611835301290127/analytics",""
"https://x.com/KenIbambasi","https://pbs.twimg.com/profile_images/1421472870312591360/1o6-Jfxn_bigger.jpg","https://x.com/KenIbambasi","Ken IBAMBASI","@KenIbambasi","·","https://x.com/KenIbambasi/status/1942606478012997646","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","mwiriwe, twabuze umuriro muri Gisozi musezero byagenze gute?","1","https://x.com/KenIbambasi/status/1942606478012997646/analytics","23"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942609827336745097","Jul 8","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","21","","https://x.com/reg_rwanda/status/1942609827336745097/analytics",""
"https://x.com/IMANIZABAY90471","https://pbs.twimg.com/profile_images/1825173181818155008/Yj61QZq__bigger.png","https://x.com/IMANIZABAY90471","IMANIZABAYO Fabien","@IMANIZABAY90471","·","https://x.com/IMANIZABAY90471/status/1942594538129740197","Jul 8","","","Mwiriwe mwatubariza reg ishani rya rubavu impamvu kuva ejo twabagejejeho ikibazo bakatubwira ko baje kuza kugikemera arimo iminsi ibiri ikaba irangiyw ntakuhagera","1","https://x.com/IMANIZABAY90471/status/1942594538129740197/analytics","26"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942595033699667980","Jul 8","Mwaduha nimero yanyu mu gikari (inbox) ndetse n'aho muherereye (Umurenge-Akagari-Umudugudu) tukabikurikirana. Murakoze","","31","2","https://x.com/reg_rwanda/status/1942595033699667980/analytics","1"
"https://x.com/CHRISLABO1","https://pbs.twimg.com/profile_images/954774439710855171/RQ5uWpEd_bigger.jpg","https://x.com/CHRISLABO1","Nchris","@CHRISLABO1","·","https://x.com/CHRISLABO1/status/1942576407944552618","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","mwiriweho
Umuntu wagize ikibazo cyo kubura umuriro , ariwe wenyine  kdi abandi mufatira ku ipoto imwe bawufite ,mumufasha gute ?","1","https://x.com/CHRISLABO1/status/1942576407944552618/analytics","26"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942580789843279922","Jul 8","Mwiriwe neza, twamaze kubigeza ku batekinisiye babishinzwe ndetse nawe twaguhaye nimero yabo mu gikari kugira ngo muvugane. Murakoze","","25","","https://x.com/reg_rwanda/status/1942580789843279922/analytics",""
"https://x.com/flyestmusic","https://pbs.twimg.com/profile_images/1910108055250862080/YoSlPVBz_bigger.jpg","https://x.com/flyestmusic","Eric Aimé","@flyestmusic","·","https://x.com/flyestmusic/status/1942553639790215670","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","twabuze Umuriro I Nyamirambo Cyivugiza.","1","https://x.com/flyestmusic/status/1942553639790215670/analytics","36"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942567211257741592","Jul 8","Itsinda ryacu ririmo kubikurikirana kugira ngo umuriro ugaruke vuba. Murakoze","","27","","https://x.com/reg_rwanda/status/1942567211257741592/analytics",""
"https://x.com/Kalisamoses2","https://pbs.twimg.com/profile_images/1811639778514722816/ZbPPMiFK_bigger.jpg","https://x.com/Kalisamoses2","Ingwe mumugi","@Kalisamoses2","·","https://x.com/Kalisamoses2/status/1942542714727481510","Jul 8","@REG_Rwanda","https://x.com/reg_rwanda","I’m deeply disappointed with","1","https://x.com/Kalisamoses2/status/1942542714727481510/analytics","356"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942566767815233985","Jul 8","Hello","https://x.com/Kalisamoses2","343","","https://x.com/reg_rwanda/status/1942566767815233985/analytics","@Kalisamoses2"
"https://x.com/Theogen34154302","https://pbs.twimg.com/profile_images/1389266571076509697/clEAHAnZ_bigger.jpg","https://x.com/Theogen34154302","Theogene","@Theogen34154302","·","https://x.com/Theogen34154302/status/1942528357142495357","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","Muraho neza","4","https://x.com/Theogen34154302/status/1942528357142495357/analytics","2.5K"
"https://x.com/i/status/1942528357142495357","","","Show more replies","","","","","","","","","",""
"https://x.com/Theogen34154302","https://pbs.twimg.com/profile_images/1389266571076509697/clEAHAnZ_bigger.jpg","https://x.com/Theogen34154302","Theogene","@Theogen34154302","·","https://x.com/Theogen34154302/status/1942533434737582149","Jul 8","","","Murakoze cyane","1","https://x.com/Theogen34154302/status/1942533434737582149/analytics","156"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942536790075924755","Jul 8","Murakoze namwe gushima.","","96","","https://x.com/reg_rwanda/status/1942536790075924755/analytics",""
"https://x.com/Bogart282669771","https://pbs.twimg.com/profile_images/1903421740211912704/TU2nJbG3_bigger.jpg","https://x.com/Bogart282669771","shemaremy","@Bogart282669771","·","https://x.com/Bogart282669771/status/1942524171780534726","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","Ibi nikibazo kuba dukenera service zo gukemurirwa ikibazo kijyanye nibura ryamashanyarazi Ari ikibazo kimaze igihe kimenyeshejwe reg ya bugesera kugeza izi saha kitarakemurwa duhamagare umurongo ntitwitabwe twanitabwa bakatunyanganya ngo baraje","1","https://x.com/Bogart282669771/status/1942524171780534726/analytics","26"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942530568639439285","Jul 8","Mwaramutse neza,

Muduhamagare kuri iyi nomero twiteguye kubitaba no kubafasha: 0788575647.
Murakoze.","","20","1","https://x.com/reg_rwanda/status/1942530568639439285/analytics",""
"https://x.com/Annemwiza","https://pbs.twimg.com/profile_images/1786459144217604096/s_WMXmfZ_bigger.jpg","https://x.com/Annemwiza","NIWEMWIZA Anne Marie","@Annemwiza","·","https://x.com/Annemwiza/status/1941903722033848772","Jul 6","","","Kamonyi yacu, aho icuraburindi ryaciye ingando, turabasuhuje.","60","https://x.com/Annemwiza/status/1941903722033848772/analytics","27K"
"https://x.com/sam08121273","https://pbs.twimg.com/profile_images/1879103389746786304/ZiecebJl_bigger.jpg","https://x.com/sam08121273","Toso the barber","@sam08121273","·","https://x.com/sam08121273/status/1942506296756036043","Jul 8","@Kamonyi","https://x.com/Kamonyi","Iyi","1","https://x.com/sam08121273/status/1942506296756036043/analytics","51"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942517046757241274","Jul 8","Mwiriwe neza Toso,

Mufite ikihe kibazo ngo tubafashe?
Murakoze.","","17","","https://x.com/reg_rwanda/status/1942517046757241274/analytics",""
"https://x.com/RwandaInfra","https://pbs.twimg.com/profile_images/1247413088875356164/CWheZj8D_bigger.jpg","https://x.com/RwandaInfra","Ministry of Infrastructure | Rwanda","@RwandaInfra","·","https://x.com/RwandaInfra/status/1942496818803400860","Jul 8","Rwanda’s electrification journey has been remarkable. The Household electricity access rate rose from 10.8% in 2010 to 82.9% in 2025. The Government of Rwanda remains committed to achieving universal access to electricity and building a brighter future.","","10K","2","https://x.com/RwandaInfra/status/1942496818803400860/analytics","95"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942500591944847839","Jul 8","Abaturage bo mu karere ka Burera, mu mudugudu wa Kikubo, akagari ka Nyamabuye, umurenge wa Kagogo, barashimira Leta y'u Rwanda ku bufatanye na Sosiyete y'u Rwanda ishinzwe ingufu REG yabakuye mu icuraburindi ikabagezaho umuriro w'amashanyarazi.","","1.2K","1","https://x.com/reg_rwanda/status/1942500591944847839/analytics","2"
"https://x.com/ab_benis","https://pbs.twimg.com/profile_images/1557414107443339264/YvCcZDz__bigger.jpg","https://x.com/ab_benis","ⒷⒺⓃⒾⓈ","@ab_benis","·","https://x.com/ab_benis/status/1942474335932882978","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","Dear","2","https://x.com/ab_benis/status/1942474335932882978/analytics","712"
"https://x.com/i/status/1942474335932882978","","","Show more replies","","","","","","","","","",""
"https://x.com/ab_benis","https://pbs.twimg.com/profile_images/1557414107443339264/YvCcZDz__bigger.jpg","https://x.com/ab_benis","ⒷⒺⓃⒾⓈ","@ab_benis","·","https://x.com/ab_benis/status/1942476087226736709","Jul 8","","","Check your DM, I've shared my phone number many times","1","https://x.com/ab_benis/status/1942476087226736709/analytics","37"
